"","Parameter1","Parameter2","rho","CI","CI_low","CI_high","t","df_error","p","Method","n_Obs"
"43","cpa_2_t1","cpa_10_t2",0.265798254928572,0.95,0.180593961567285,0.347042884102344,6.02803993914311,478,0.000000720645326099393,"Polychoric correlation",480
"44","cpa_2_t1","cpa_11_rs_t2",0.0788277603247496,0.95,-0.0107485266222197,0.1671489590912,1.72880758117355,478,1,"Polychoric correlation",480
"45","cpa_2_t1","cpa_12_t2",0.30206316191114,0.95,0.218468969917376,0.381256429072016,6.92767691997372,478,0.00000000327596329585247,"Polychoric correlation",480
"46","cpa_3_rs_t1","cpa_4_t1",0.0648280545493594,0.95,-0.024816388417139,0.153438239145883,1.42033719383129,478,1,"Polychoric correlation",480
"47","cpa_3_rs_t1","cpa_5_rs_t1",0.17227094958953,0.95,0.0840666621918417,0.257796611585554,3.82355987782317,478,0.0218951333745776,"Polychoric correlation",480
"48","cpa_3_rs_t1","cpa_6_t1",0.355411057599636,0.95,0.274646972290568,0.431195422603142,8.31319458553045,478,0.000000000000245582130970374,"Polychoric correlation",480
"49","cpa_3_rs_t1","cpa_7_t1",0.0219793028827014,0.95,-0.0676542384644757,0.111260889974475,0.480654252552432,478,1,"Polychoric correlation",480
"50","cpa_3_rs_t1","cpa_8_t1",0.0855792528453099,0.95,-0.00395146775340498,0.1737488984487,1.87792669667081,478,1,"Polychoric correlation",480
"51","cpa_3_rs_t1","cpa_9_t1",0.135398957067798,0.95,0.0464615356216187,0.222206652051789,2.98776987754725,478,0.342750341083707,"Polychoric correlation",480
"52","cpa_3_rs_t1","cpa_10_t1",0.126450987710139,0.95,0.0373735045949798,0.21353477952889,2.78699625861721,478,0.591888145653218,"Polychoric correlation",480
"53","cpa_3_rs_t1","cpa_11_rs_t1",0.215951340738118,0.95,0.128943064377615,0.299660043170884,4.83548729797576,478,0.000328239516500912,"Polychoric correlation",480
"54","cpa_3_rs_t1","cpa_12_t1",0.0872931166642052,0.95,-0.00222471936211809,0.17542303102869,1.91582115980325,478,1,"Polychoric correlation",480
"55","cpa_3_rs_t1","cpa_1_v2_t2",0.186508745277354,0.95,0.0986551023706908,0.271477529507895,4.15050778397137,478,0.00616679225271093,"Polychoric correlation",480
"56","cpa_3_rs_t1","cpa_2_t2",-0.00702943880696865,0.95,-0.0964692011670898,0.0825229343019424,-0.153689901802314,478,1,"Polychoric correlation",480
"57","cpa_3_rs_t1","cpa_3_rs_t2",0.344626069917092,0.95,0.263245200085661,0.421136898213212,8.02632481811607,478,0.00000000000197027300656978,"Polychoric correlation",480
"58","cpa_3_rs_t1","cpa_4_t2",-0.0176241410351578,0.95,-0.106955886970924,0.0719898683229228,-0.385380172250682,478,1,"Polychoric correlation",480
"59","cpa_3_rs_t1","cpa_5_v2_t2",0.070917224533417,0.95,-0.018701933753859,0.159405910276206,1.55439189295943,478,1,"Polychoric correlation",480
"60","cpa_3_rs_t1","cpa_6_t2",0.140664177859542,0.95,0.0518160617807408,0.227302999747837,3.10625497059127,478,0.248917749544098,"Polychoric correlation",480
"61","cpa_3_rs_t1","cpa_7_t2",-0.022222128198414,0.95,-0.111500820065217,0.0674124024914282,-0.485967085769727,478,1,"Polychoric correlation",480
"62","cpa_3_rs_t1","cpa_8_t2",-0.0348844715161627,0.95,-0.123997783402109,0.0547870380603298,-0.76315105585773,478,1,"Polychoric correlation",480
"63","cpa_3_rs_t1","cpa_9_t2",0.0476932069743329,0.95,-0.0419864697444672,0.136610531016087,1.04391459445493,478,1,"Polychoric correlation",480
"64","cpa_3_rs_t1","cpa_10_t2",0.0699770115807892,0.95,-0.0196464886715912,0.15848487964039,1.5336818381058,478,1,"Polychoric correlation",480
"65","cpa_3_rs_t1","cpa_11_rs_t2",0.0765303951430291,0.95,-0.0130595108415423,0.164901357241407,1.67812169870735,478,1,"Polychoric correlation",480
"66","cpa_3_rs_t1","cpa_12_t2",0.10747930498069,0.95,0.0181534765831562,0.195102977093527,2.36353392576328,478,1,"Polychoric correlation",480
"67","cpa_4_t1","cpa_5_rs_t1",0.065835003374357,0.95,-0.0238057209860233,0.154425542302318,1.44249403498847,478,1,"Polychoric correlation",480
"68","cpa_4_t1","cpa_6_t1",0.122490683609259,0.95,0.0333559087012355,0.20969228775032,2.6983592283642,478,0.72147984398743,"Polychoric correlation",480
"69","cpa_4_t1","cpa_7_t1",0.140528006239639,0.95,0.0516775161235004,0.227171255356919,3.10318731394916,478,0.249432495386873,"Polychoric correlation",480
"70","cpa_4_t1","cpa_8_t1",0.384475837791689,0.95,0.305487438643486,0.458208972532868,9.10579265791381,478,0.000000000000000605546295051169,"Polychoric correlation",480
"71","cpa_4_t1","cpa_9_t1",0.241910586027837,0.95,0.155783005831539,0.324387688127822,5.45084008798721,478,0.0000163345518091512,"Polychoric correlation",480
"72","cpa_4_t1","cpa_10_t1",0.481006467360084,0.95,0.409118694092577,0.546960125965335,11.9951425506863,478,0.00000000000000000000000000985058354418641,"Polychoric correlation",480
"73","cpa_4_t1","cpa_11_rs_t1",0.271519046933569,0.95,0.186552007045138,0.352454477906231,6.16799074238173,478,0.000000325835757946133,"Polychoric correlation",480
"74","cpa_4_t1","cpa_12_t1",0.510232380728843,0.95,0.440864455435441,0.573541473326006,12.9707485979615,478,0.000000000000000000000000000000963286929675269,"Polychoric correlation",480
"75","cpa_4_t1","cpa_1_v2_t2",0.167575250417552,0.95,0.0792635958759717,0.253277040677397,3.71628397852924,478,0.0314261936418483,"Polychoric correlation",480
"76","cpa_4_t1","cpa_2_t2",0.278063431929256,0.95,0.193375474592888,0.358638520301395,6.32895637567499,478,0.000000129115558852347,"Polychoric correlation",480
"77","cpa_4_t1","cpa_3_rs_t2",0.0885460325902937,0.95,-0.000962046338061244,0.176646579113447,1.94353464070358,478,1,"Polychoric correlation",480
"78","cpa_4_t1","cpa_4_t2",0.401015990271788,0.95,0.323112399273192,0.473521240477743,9.57076115154167,478,0.0000000000000000148941719956983,"Polychoric correlation",480
"79","cpa_4_t1","cpa_5_v2_t2",0.0862269589399221,0.95,-0.00329895505513535,0.174381649161395,1.89224583856719,478,1,"Polychoric correlation",480
"80","cpa_4_t1","cpa_6_t2",0.0482680800578805,0.95,-0.0414112720609828,0.13717593275218,1.05652669376052,478,1,"Polychoric correlation",480
"81","cpa_4_t1","cpa_7_t2",0.0847209387533808,0.95,-0.00481603392260675,0.172910290458094,1.85895523717567,478,1,"Polychoric correlation",480
"82","cpa_4_t1","cpa_8_t2",0.217042189571427,0.95,0.130068361428251,0.300701406874549,4.86111743781881,478,0.000291806530229185,"Polychoric correlation",480
"83","cpa_4_t1","cpa_9_t2",0.107951152227688,0.95,0.0186307012520433,0.195562148668278,2.37403220151235,478,1,"Polychoric correlation",480
"84","cpa_4_t1","cpa_10_t2",0.244542816322943,0.95,0.158511657555374,0.326888757156441,5.51390156852143,478,0.0000119097870866512,"Polychoric correlation",480
"85","cpa_4_t1","cpa_11_rs_t2",0.136575859856178,0.95,0.0476579569359449,0.223346219454596,3.01423136420827,478,0.317448222178407,"Polychoric correlation",480
"86","cpa_4_t1","cpa_12_t2",0.221063923844408,0.95,0.134219035852627,0.304538977004587,4.95577651570497,478,0.000188339128768035,"Polychoric correlation",480
"87","cpa_5_rs_t1","cpa_6_t1",0.0955369164067735,0.95,0.00608852211099202,0.183468605014741,2.09834182357223,478,1,"Polychoric correlation",480
"88","cpa_5_rs_t1","cpa_7_t1",0.310565905768458,0.95,0.227385819413317,0.389246934587659,7.14318526256394,478,0.000000000814255650563614,"Polychoric correlation",480
"89","cpa_5_rs_t1","cpa_8_t1",0.10515081933712,0.95,0.015799050129533,0.192836481110932,2.3117502431499,478,1,"Polychoric correlation",480
"90","cpa_5_rs_t1","cpa_9_t1",0.362664721938904,0.95,0.282328263565865,0.437949910564258,8.50826042674072,478,0.0000000000000583670120040982,"Polychoric correlation",480
"91","cpa_5_rs_t1","cpa_10_t1",0.154893634141352,0.95,0.0663124725123626,0.241052367743286,3.42784232896758,478,0.087248715869131,"Polychoric correlation",480
"92","cpa_5_rs_t1","cpa_11_rs_t1",0.176851309888878,0.95,0.0887557045842229,0.262201566793591,3.92845955181443,478,0.0146158527960595,"Polychoric correlation",480
"93","cpa_5_rs_t1","cpa_12_t1",0.0892372961046197,0.95,-0.000265277404806176,0.177321523158106,1.95882879863896,478,1,"Polychoric correlation",480
"94","cpa_5_rs_t1","cpa_1_v2_t2",0.0435955290813487,0.95,-0.0460847400618986,0.132578685753667,0.954045301912654,478,1,"Polychoric correlation",480
"95","cpa_5_rs_t1","cpa_2_t2",0.0912996667653586,0.95,0.0018140351048037,0.179334712759856,2.00447565401772,478,1,"Polychoric correlation",480
"96","cpa_5_rs_t1","cpa_3_rs_t2",0.217419746277076,0.95,0.130457893304028,0.30106178968064,4.86999280243216,478,0.000281112746685085,"Polychoric correlation",480
"97","cpa_5_rs_t1","cpa_4_t2",0.0275409149081416,0.95,-0.0621126428589296,0.116753580954044,0.602361326242956,478,1,"Polychoric correlation",480
"98","cpa_5_rs_t1","cpa_5_v2_t2",0.139803643728022,0.95,0.0509405824434241,0.226470390102937,3.08687198392348,478,0.257787916417692,"Polychoric correlation",480
"99","cpa_5_rs_t1","cpa_6_t2",0.0812183614781502,0.95,-0.00834273734699495,0.169486803095846,1.78157993195485,478,1,"Polychoric correlation",480
"100","cpa_5_rs_t1","cpa_7_t2",0.107441429334691,0.95,0.0181151710507372,0.195066117270827,2.36269128892259,478,1,"Polychoric correlation",480
"101","cpa_5_rs_t1","cpa_8_t2",0.0858558261231769,0.95,-0.00367285136183362,0.174019094620657,1.88404073710048,478,1,"Polychoric correlation",480
"102","cpa_5_rs_t1","cpa_9_t2",0.235923267465994,0.95,0.149581256764998,0.318694413323818,5.30787248751079,478,0.0000340232670848766,"Polychoric correlation",480
"103","cpa_5_rs_t1","cpa_10_t2",0.128466312574747,0.95,0.039419090333956,0.215489118013069,2.83215369653562,478,0.520425462857267,"Polychoric correlation",480
"104","cpa_5_rs_t1","cpa_11_rs_t2",0.139187308066443,0.95,0.0503136265866757,0.225873976789836,3.07299380048474,478,0.266591968157535,"Polychoric correlation",480
"105","cpa_5_rs_t1","cpa_12_t2",0.0282741789004787,0.95,-0.0613816052329951,0.117477351167257,0.618411579793973,478,1,"Polychoric correlation",480
"106","cpa_6_t1","cpa_7_t1",0.212645830930423,0.95,0.125534536703607,0.296503265647781,4.75793786376078,478,0.000461830103630047,"Polychoric correlation",480
"107","cpa_6_t1","cpa_8_t1",0.227985240540647,0.95,0.14136939758343,0.311137012209292,5.11930854287731,478,0.0000863776734915336,"Polychoric correlation",480
"108","cpa_6_t1","cpa_9_t1",0.208224009030799,0.95,0.120978119835861,0.292277537691735,4.65446594627571,478,0.000733066273990418,"Polychoric correlation",480
"109","cpa_6_t1","cpa_10_t1",0.129907001524438,0.95,0.0408818694182846,0.216885782646187,2.86445708491269,478,0.475359782853639,"Polychoric correlation",480
"110","cpa_6_t1","cpa_11_rs_t1",0.177945824697699,0.95,0.0898767681832145,0.263253640872726,3.95356489840881,478,0.0133842483753271,"Polychoric correlation",480
"111","cpa_6_t1","cpa_12_t1",0.21151247783803,0.95,0.12436633534546,0.295420486065916,4.73138820684399,478,0.000520504818141743,"Polychoric correlation",480
"112","cpa_6_t1","cpa_1_v2_t2",0.240383845361074,0.95,0.154200941079883,0.32293649473441,5.41432198963398,478,0.000019710161559052,"Polychoric correlation",480
"113","cpa_6_t1","cpa_2_t2",-0.00718382901298946,0.95,-0.0966221600164966,0.0823695858009709,-0.157065623208946,478,1,"Polychoric correlation",480
"114","cpa_6_t1","cpa_3_rs_t2",0.0526647201564515,0.95,-0.0370101827446262,0.141498220768997,1.15301999747369,478,1,"Polychoric correlation",480
"115","cpa_6_t1","cpa_4_t2",-0.0853574614079833,0.95,-0.173532211390138,0.0041748875751718,-1.87302400174364,478,1,"Polychoric correlation",480
"116","cpa_6_t1","cpa_5_v2_t2",0.0978076440053184,0.95,0.00838055111600894,0.185682664579203,2.14869141807185,478,1,"Polychoric correlation",480
"117","cpa_6_t1","cpa_6_t2",0.362397743464784,0.95,0.282045363135673,0.437701455355393,8.5010496485542,478,0.0000000000000613626538031106,"Polychoric correlation",480
"118","cpa_6_t1","cpa_7_t2",0.125147071182228,0.95,0.0360504068905,0.212269949753288,2.75779809024729,478,0.622337192392703,"Polychoric correlation",480
"119","cpa_6_t1","cpa_8_t2",0.0938517955443911,0.95,0.00438820065991257,0.181824960964992,2.06099849671827,478,1,"Polychoric correlation",480
"120","cpa_6_t1","cpa_9_t2",0.050069333209185,0.95,-0.039608616834855,0.138947134205384,1.0960511303579,478,1,"Polychoric correlation",480
"121","cpa_6_t1","cpa_10_t2",0.0581235425155733,0.95,-0.0315409911512698,0.146860019231777,1.27291928051697,478,1,"Polychoric correlation",480
"122","cpa_6_t1","cpa_11_rs_t2",0.130617043578897,0.95,0.0416029389868326,0.217573996392519,2.88038455126685,478,0.456535359949474,"Polychoric correlation",480
"123","cpa_6_t1","cpa_12_t2",0.0779263783852616,0.95,-0.0116553661375738,0.166267211444092,1.70891748093387,478,1,"Polychoric correlation",480
"124","cpa_7_t1","cpa_8_t1",0.27340190420444,0.95,0.188514318385932,0.354234387096541,6.2142054595388,478,0.000000249501142155162,"Polychoric correlation",480
"125","cpa_7_t1","cpa_9_t1",0.58346271897218,0.95,0.521178287484471,0.639564976407962,15.7071069009806,478,0.00000000000000000000000000000000000000000108134434544215,"Polychoric correlation",480
"126","cpa_7_t1","cpa_10_t1",0.229278830249712,0.95,0.142706798820243,0.312369292371301,5.14996242426189,478,0.0000743978882539125,"Polychoric correlation",480
"127","cpa_7_t1","cpa_11_rs_t1",0.142613237635721,0.95,0.0537994766481703,0.229188343955552,3.15018293954671,478,0.21674535727612,"Polychoric correlation",480
"128","cpa_7_t1","cpa_12_t1",0.156443687938131,0.95,0.0678938682297792,0.242548038169707,3.46300173270465,478,0.0780143272653628,"Polychoric correlation",480
"129","cpa_7_t1","cpa_1_v2_t2",0.121055767509277,0.95,0.0319009449754363,0.208299392901002,2.6662763766684,478,0.777096481594798,"Polychoric correlation",480
"130","cpa_7_t1","cpa_2_t2",0.0571290121016158,0.95,-0.032537810884078,0.145883553702989,1.25106688906405,478,1,"Polychoric correlation",480
"131","cpa_7_t1","cpa_3_rs_t2",0.089526180377175,0.95,0.0000259333742780737,0.177603562853322,1.96522118744475,478,1,"Polychoric correlation",480
"132","cpa_7_t1","cpa_4_t2",0.0752748517596179,0.95,-0.0143220928892378,0.163672622256065,1.65043254355126,478,1,"Polychoric correlation",480
"133","cpa_7_t1","cpa_5_v2_t2",0.12165692296791,0.95,0.0325104533631399,0.208882986710687,2.67971535122666,478,0.754652421177549,"Polychoric correlation",480
"134","cpa_7_t1","cpa_6_t2",0.169571145928629,0.95,0.0813046266255602,0.255198530544999,3.76184905384105,478,0.0271116206672084,"Polychoric correlation",480
"135","cpa_7_t1","cpa_7_t2",0.327461300028537,0.95,0.245145555300206,0.405089420312472,7.57712331917424,478,0.0000000000454148788086278,"Polychoric correlation",480
"136","cpa_7_t1","cpa_8_t2",0.149358893438734,0.95,0.0606694489600806,0.235708470730606,3.30250909603133,478,0.13081708225378,"Polychoric correlation",480
"137","cpa_7_t1","cpa_9_t2",0.294131017989591,0.95,0.210163076739198,0.373791464850542,6.7282729586011,478,0.0000000114708289304721,"Polychoric correlation",480
"138","cpa_7_t1","cpa_10_t2",0.115597504583945,0.95,0.0263698732661156,0.202997738841045,2.54438988613725,478,1,"Polychoric correlation",480
"139","cpa_7_t1","cpa_11_rs_t2",0.0743300300256013,0.95,-0.0152720229967481,0.162747793491696,1.62960110846201,478,1,"Polychoric correlation",480
"140","cpa_7_t1","cpa_12_t2",0.0919493084391146,0.95,0.00246917371886149,0.179968709852813,2.01885965876631,478,1,"Polychoric correlation",480
"141","cpa_8_t1","cpa_9_t1",0.343150847191512,0.95,0.261687376145726,0.419759579915521,7.98737006880629,478,0.00000000000259438158306235,"Polychoric correlation",480
"142","cpa_8_t1","cpa_10_t1",0.277432626292367,0.95,0.192717411547898,0.358042755505956,6.31339999314086,478,0.000000139814142803934,"Polychoric correlation",480
"143","cpa_8_t1","cpa_11_rs_t1",0.252384655479936,0.95,0.166648548323693,0.334333015107809,5.70254765363503,478,0.00000436734109632134,"Polychoric correlation",480
"144","cpa_8_t1","cpa_12_t1",0.302347359201434,0.95,0.218766783027921,0.38152369648836,6.93485028917136,478,0.00000000314168505142994,"Polychoric correlation",480
"145","cpa_8_t1","cpa_1_v2_t2",0.186901562341793,0.95,0.0990581296320223,0.271854496337532,4.15956548603562,478,0.00601111148156627,"Polychoric correlation",480
"146","cpa_8_t1","cpa_2_t2",0.168745578362409,0.95,0.0804602998651285,0.254403821594573,3.74299610779914,478,0.0287586085093786,"Polychoric correlation",480
"147","cpa_8_t1","cpa_3_rs_t2",0.0217002679343723,0.95,-0.0679321235363421,0.110985169128902,0.474549285145167,478,1,"Polychoric correlation",480
"148","cpa_8_t1","cpa_4_t2",0.177379299469925,0.95,0.0892964733327891,0.262709108466904,3.94056838599364,478,0.0140128440840862,"Polychoric correlation",480
"149","cpa_8_t1","cpa_5_v2_t2",0.0637463526498852,0.95,-0.0259018808622244,0.152377444216342,1.39654034279917,478,1,"Polychoric correlation",480
"150","cpa_8_t1","cpa_6_t2",0.131319988039113,0.95,0.0423168920806059,0.218255245578193,2.89615724795377,478,0.438535539276166,"Polychoric correlation",480
"151","cpa_8_t1","cpa_7_t2",0.171495910707564,0.95,0.0832736195321897,0.257050900992602,3.80583539199946,478,0.0233145123582332,"Polychoric correlation",480
"152","cpa_8_t1","cpa_8_t2",0.40321187027155,0.95,0.325456369655432,0.475550815687364,9.63331017827417,478,0.00000000000000000898884272273154,"Polychoric correlation",480
"153","cpa_8_t1","cpa_9_t2",0.104244930907158,0.95,0.014883337180065,0.191954456627437,2.29161443763311,478,1,"Polychoric correlation",480
"154","cpa_8_t1","cpa_10_t2",0.22002512867273,0.95,0.133146644069458,0.303548010092048,4.93130129932198,478,0.000211112337515833,"Polychoric correlation",480
"155","cpa_8_t1","cpa_11_rs_t2",0.0698936587359626,0.95,-0.0197302187258506,0.158403219934842,1.53184602543785,478,1,"Polychoric correlation",480
"156","cpa_8_t1","cpa_12_t2",0.198300222303162,0.95,0.110765631512234,0.28278187565941,4.42332090448304,478,0.00198761247298939,"Polychoric correlation",480
"157","cpa_9_t1","cpa_10_t1",0.29344965690681,0.95,0.209450175925195,0.373149752228132,6.71121626000573,478,0.0000000127107457622457,"Polychoric correlation",480
"158","cpa_9_t1","cpa_11_rs_t1",0.255269805249024,0.95,0.169645194108337,0.337069317021548,5.77225319742839,478,0.00000300027679805885,"Polychoric correlation",480
"159","cpa_9_t1","cpa_12_t1",0.191429449788479,0.95,0.103705788633943,0.276197801353222,4.26412153438135,478,0.00391954350080488,"Polychoric correlation",480
"160","cpa_9_t1","cpa_1_v2_t2",0.0839558509835635,0.95,-0.00558658187534969,0.172162660597733,1.84204788957849,478,1,"Polychoric correlation",480
"161","cpa_9_t1","cpa_2_t2",0.132061971561625,0.95,0.0430705942404369,0.21897423704015,2.91281072764855,478,0.423704389654953,"Polychoric correlation",480
"162","cpa_9_t1","cpa_3_rs_t2",0.124976197806144,0.95,0.0358770430380796,0.212104176913448,2.75397285906998,478,0.62342856805729,"Polychoric correlation",480
"163","cpa_9_t1","cpa_4_t2",0.108560737135063,0.95,0.0192472935716637,0.196155300864879,2.38759744948815,478,1,"Polychoric correlation",480
"164","cpa_9_t1","cpa_5_v2_t2",0.15290856894786,0.95,0.0642879191690784,0.239136350373117,3.38285353074949,478,0.100918873089633,"Polychoric correlation",480
"165","cpa_9_t1","cpa_6_t2",0.10473835442843,0.95,0.0153820933793879,0.192434899393979,2.30258138337165,478,1,"Polychoric correlation",480
"166","cpa_9_t1","cpa_7_t2",0.315547136415404,0.95,0.232616136336218,0.393922582396491,7.27031474101538,478,0.000000000355354570739357,"Polychoric correlation",480
"167","cpa_9_t1","cpa_8_t2",0.180543300355243,0.95,0.0925381423315427,0.265749585337074,4.01320514072,478,0.0106363275910749,"Polychoric correlation",480
"168","cpa_9_t1","cpa_9_t2",0.340942341922118,0.95,0.25935600454064,0.417696984321339,7.92917733148118,478,0.00000000000391381934054954,"Polychoric correlation",480
"169","cpa_9_t1","cpa_10_t2",0.205570260213184,0.95,0.118245358221493,0.289739897327256,4.59251119925119,478,0.000947722457876626,"Polychoric correlation",480
"170","cpa_9_t1","cpa_11_rs_t2",0.0992821014423697,0.95,0.00986934359133145,0.187119847961248,2.18140314270493,478,1,"Polychoric correlation",480
"171","cpa_9_t1","cpa_12_t2",0.0903407249174349,0.95,0.000847119535376663,0.178398730364165,1.98324800750237,478,1,"Polychoric correlation",480
